day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR,SEIIR_beta_variante
2020-11-16,MG,389085,677746,641436,381265,5591423,1573642
2020-11-17,MG,392976,697496,659863,384162,5649942,1583064
2020-11-18,MG,396894,717751,678776,387066,5707475,1592457
2020-11-19,MG,400840,738520,698184,389977,5764010,1601825
2020-11-20,MG,404813,759810,718099,392895,5819535,1611163
2020-11-21,MG,408814,781631,738530,395819,5874038,1620472
2020-11-22,MG,412843,803991,759488,398751,5927513,1629751
2020-11-23,MG,416899,826899,780983,401690,5979951,1639000
2020-11-24,MG,420983,850363,803027,404636,6031348,1648220
2020-11-25,MG,425095,874390,825629,407588,6081700,1657409
2020-11-26,MG,429235,898989,848801,410548,6131005,1666567
2020-11-27,MG,433403,924168,872552,413514,6179263,1675694
2020-11-28,MG,437599,949933,896894,416487,6226475,1684790
2020-11-29,MG,441824,976292,921837,419467,6272644,1693854
2020-11-30,MG,446076,1003252,947391,422454,6317772,1702886
2020-12-01,MG,450357,1030819,973567,425447,6361865,1711885
2020-12-02,MG,454667,1059000,1000376,428447,6404930,1720852
2020-12-03,MG,459005,1087800,1027826,431454,6446972,1729786
2020-12-04,MG,463372,1117225,1055930,434468,6488001,1738686
2020-12-05,MG,467767,1147281,1084696,437488,6528025,1747553
2020-12-06,MG,472192,1177972,1114135,440516,6567054,1756386
2020-12-07,MG,476645,1209302,1144256,443549,6605101,1765185
2020-12-08,MG,481126,1241275,1175069,446590,6642175,1773950
2020-12-09,MG,485637,1273895,1206583,449637,6678290,1782680
2020-12-10,MG,490177,1307164,1238807,452690,6713459,1791375
2020-12-11,MG,494745,1341085,1271751,455750,6747695,1800035
2020-12-12,MG,499343,1375659,1305422,458817,6781013,1808660
2020-12-13,MG,503970,1410888,1339829,461890,6813427,1817248
2020-12-14,MG,508626,1446772,1374980,464970,6844952,1825801
2020-12-15,MG,513311,1483312,1410883,468056,6875603,1834318
2020-12-16,MG,518025,1520506,1447544,471149,6905397,1842799
2020-12-17,MG,522769,1558353,1484970,474248,6934350,1851243
2020-12-18,MG,527542,1596851,1523169,477353,6962477,1859650
2020-12-19,MG,532344,1635997,1562145,480465,6989795,1868020
2020-12-20,MG,537176,1675789,1601904,483583,7016321,1876354
2020-12-21,MG,542037,1716221,1642452,486708,7042071,1884649
2020-12-22,MG,546927,1757289,1683792,489838,7067063,1892908
2020-12-23,MG,551847,1798987,1725929,492976,7091312,1901128
2020-12-24,MG,556797,1841309,1768866,496119,7114836,1909311
2020-12-25,MG,561776,1884247,1812605,499268,7137651,1917455
2020-12-26,MG,566784,1927794,1857148,502424,7159774,1925562
2020-12-27,MG,571822,1971940,1902497,505586,7181222,1933630
2020-12-28,MG,576890,2016676,1948652,508754,7202011,1941659
2020-12-29,MG,581987,2061992,1995614,511929,7222157,1949650
2020-12-30,MG,587114,2107876,2043382,515109,7241678,1957602
2020-12-31,MG,592270,2154317,2091953,518295,7260588,1965514
2020-03-06,ES,0,0,0,0,0,0
2020-03-07,ES,0,7,8,1,31,6
2020-03-08,ES,0,15,16,2,64,12
2020-03-09,ES,1,22,26,4,102,19
2020-03-10,ES,1,30,36,7,146,27
2020-03-11,ES,3,39,46,11,195,36
2020-03-12,ES,7,47,57,15,249,47
2020-03-13,ES,15,56,68,20,309,59
2020-03-14,ES,22,65,79,25,372,72
2020-03-15,ES,31,74,91,30,440,88
2020-03-16,ES,39,83,103,36,513,105
2020-03-17,ES,49,93,116,42,589,125
2020-03-18,ES,58,103,129,49,669,146
2020-03-19,ES,69,114,142,56,753,170
2020-03-20,ES,80,124,155,63,841,196
2020-03-21,ES,91,135,169,71,933,225
2020-03-22,ES,103,147,184,80,1030,257
2020-03-23,ES,116,158,198,89,1131,293
2020-03-24,ES,130,170,214,98,1237,332
2020-03-25,ES,144,183,229,109,1347,375
2020-03-26,ES,159,196,245,119,1463,423
2020-03-27,ES,175,209,262,131,1583,476
2020-03-28,ES,192,222,279,143,1710,535
2020-03-29,ES,210,236,296,156,1842,600
2020-03-30,ES,229,251,314,170,1979,671
2020-03-31,ES,249,266,332,184,2123,750
2020-04-01,ES,270,281,351,200,2274,837
2020-04-02,ES,293,297,371,216,2431,934
2020-04-03,ES,316,313,391,234,2595,1040
2020-04-04,ES,341,330,412,252,2767,1158
2020-04-05,ES,368,347,433,272,2946,1287
2020-04-06,ES,395,365,454,293,3134,1431
2020-04-07,ES,425,383,477,315,3329,1589
2020-04-08,ES,456,402,500,338,3534,1764
2020-04-09,ES,489,422,524,363,3748,1957
2020-04-10,ES,523,442,548,390,3971,2171
2020-04-11,ES,560,462,573,418,4204,2406
2020-04-12,ES,599,484,599,448,4448,2667
2020-04-13,ES,640,506,625,480,4702,2954
2020-04-14,ES,683,528,652,513,4968,3272
2020-04-15,ES,729,552,680,549,5246,3622
2020-04-16,ES,777,576,709,587,5536,4003
2020-04-17,ES,828,600,739,627,5840,4411
2020-04-18,ES,882,626,769,670,6156,4845
2020-04-19,ES,939,652,800,716,6487,5305
2020-04-20,ES,999,679,832,764,6833,5792
2020-04-21,ES,1063,707,865,815,7194,6307
2020-04-22,ES,1130,736,899,870,7571,6851
2020-04-23,ES,1201,765,934,927,7965,7425
2020-04-24,ES,1276,796,970,989,8376,8032
2020-04-25,ES,1355,827,1007,1054,8806,8673
2020-04-26,ES,1439,860,1045,1123,9255,9350
2020-04-27,ES,1527,893,1084,1196,9724,10064
2020-04-28,ES,1621,927,1124,1274,10213,10819
2020-04-29,ES,1720,963,1165,1357,10725,11616
2020-04-30,ES,1824,999,1208,1445,11259,12457
2020-05-01,ES,1934,1037,1251,1538,11816,13345
2020-05-02,ES,2051,1076,1296,1637,12399,14283
2020-05-03,ES,2174,1116,1342,1742,13007,15273
2020-05-04,ES,2304,1157,1390,1854,13642,16318
2020-05-05,ES,2441,1199,1438,1972,14305,17421
2020-05-06,ES,2586,1243,1489,2098,14998,18586
2020-05-07,ES,2739,1288,1540,2231,15721,19815
2020-05-08,ES,2901,1334,1593,2373,16475,21111
2020-05-09,ES,3073,1382,1647,2524,17263,22480
2020-05-10,ES,3253,1431,1703,2683,18086,23924
2020-05-11,ES,3444,1482,1761,2853,18945,25448
2020-05-12,ES,3646,1534,1820,3033,19841,27056
2020-05-13,ES,3859,1588,1881,3224,20777,28752
2020-05-14,ES,4084,1643,1943,3427,21754,30541
2020-05-15,ES,4322,1700,2008,3642,22773,32428
2020-05-16,ES,4573,1759,2074,3871,23837,34418
2020-05-17,ES,4839,1820,2142,4113,24947,36516
2020-05-18,ES,5119,1882,2212,4371,26106,38729
2020-05-19,ES,5415,1946,2284,4644,27314,41062
2020-05-20,ES,5728,2013,2357,4935,28576,43521
2020-05-21,ES,6058,2081,2433,5243,29892,46113
2020-05-22,ES,6407,2151,2511,5570,31264,48844
2020-05-23,ES,6776,2224,2592,5917,32696,51722
2020-05-24,ES,7165,2299,2674,6285,34190,54754
2020-05-25,ES,7576,2376,2759,6677,35748,57948
2020-05-26,ES,8010,2455,2846,7092,37373,61311
2020-05-27,ES,8469,2537,2936,7532,39067,64853
2020-05-28,ES,8953,2621,3028,8000,40833,68581
2020-05-29,ES,9465,2707,3123,8496,42675,72506
2020-05-30,ES,10005,2797,3220,9023,44595,76631
2020-05-31,ES,10575,2889,3321,9582,46596,80922
2020-06-01,ES,11177,2984,3424,10175,48682,85335
2020-06-02,ES,11813,3081,3530,10805,50856,89846
2020-06-03,ES,12484,3182,3638,11473,53121,94443
2020-06-04,ES,13193,3286,3750,12182,55481,99117
2020-06-05,ES,13941,3392,3865,12934,57939,103864
2020-06-06,ES,14731,3502,3984,13733,60500,108681
2020-06-07,ES,15564,3616,4105,14580,63167,113569
2020-06-08,ES,16445,3733,4230,15478,65944,118525
2020-06-09,ES,17373,3853,4359,16431,68835,123549
2020-06-10,ES,18354,3977,4491,17428,71844,128642
2020-06-11,ES,19388,4104,4627,18457,74976,133802
2020-06-12,ES,20457,4236,4766,19507,78235,139029
2020-06-13,ES,21526,4371,4910,20573,81626,144324
2020-06-14,ES,22595,4511,5057,21649,85153,149685
2020-06-15,ES,23664,4655,5209,22732,88822,155112
2020-06-16,ES,24733,4803,5365,23819,92636,160606
2020-06-17,ES,25802,4956,5525,24910,96601,166166
2020-06-18,ES,26871,5113,5690,26001,100723,171790
2020-06-19,ES,27940,5275,5859,27094,105005,177479
2020-06-20,ES,29009,5441,6033,28187,109454,183232
2020-06-21,ES,30077,5613,6212,29279,114074,189048
2020-06-22,ES,31145,5790,6396,30370,118872,194927
2020-06-23,ES,32213,5973,6586,31461,123852,200869
2020-06-24,ES,33281,6160,6780,32550,129020,206871
2020-06-25,ES,34348,6354,6980,33638,134382,212933
2020-06-26,ES,35415,6553,7185,34725,139943,219055
2020-06-27,ES,36481,6758,7396,35810,145709,225236
2020-06-28,ES,37547,6970,7614,36894,151685,231474
2020-06-29,ES,38612,7187,7837,37976,157878,237768
2020-06-30,ES,39677,7412,8066,39056,164292,244118
2020-07-01,ES,40741,7643,8302,40135,170934,250522
2020-07-02,ES,41804,7881,8544,41212,177808,256979
2020-07-03,ES,42867,8126,8793,42288,184921,263487
2020-07-04,ES,43929,8378,9049,43361,192277,270047
2020-07-05,ES,44990,8638,9313,44433,199883,276655
2020-07-06,ES,46051,8906,9583,45503,207742,283311
2020-07-07,ES,47110,9181,9861,46572,215860,290013
2020-07-08,ES,48169,9465,10147,47638,224242,296760
2020-07-09,ES,49227,9758,10441,48703,232893,303550
2020-07-10,ES,50283,10059,10742,49766,241816,310382
2020-07-11,ES,51339,10369,11053,50827,251016,317254
2020-07-12,ES,52394,10689,11372,51886,260497,324164
2020-07-13,ES,53448,11018,11699,52944,270261,331111
2020-07-14,ES,54500,11357,12036,53999,280313,338092
2020-07-15,ES,55551,11705,12382,55052,290655,345107
2020-07-16,ES,56602,12065,12738,56104,301289,352153
2020-07-17,ES,57651,12435,13104,57153,312217,359229
2020-07-18,ES,58698,12816,13480,58201,323441,366332
2020-07-19,ES,59745,13208,13866,59246,334962,373461
2020-07-20,ES,60790,13612,14263,60289,346779,380613
2020-07-21,ES,61833,14028,14671,61331,358894,387788
2020-07-22,ES,62876,14456,15090,62370,371305,394982
2020-07-23,ES,63917,14897,15521,63407,384010,402193
2020-07-24,ES,64956,15351,15963,64442,397008,409421
2020-07-25,ES,65994,15818,16418,65475,410297,416662
2020-07-26,ES,67030,16299,16886,66506,423873,423915
2020-07-27,ES,68065,16795,17366,67535,437731,431177
2020-07-28,ES,69098,17305,17860,68561,451868,438447
2020-07-29,ES,70129,17830,18367,69586,466278,445722
2020-07-30,ES,71159,18370,18888,70608,480955,453000
2020-07-31,ES,72187,18926,19423,71628,495892,460280
2020-08-01,ES,73213,19499,19974,72645,511081,467559
2020-08-02,ES,74237,20089,20539,73661,526515,474834
2020-08-03,ES,75260,20695,21120,74674,542184,482105
2020-08-04,ES,76281,21320,21716,75685,558078,489368
2020-08-05,ES,77300,21963,22329,76694,574187,496622
2020-08-06,ES,78316,22624,22959,77700,590500,503865
2020-08-07,ES,79331,23305,23606,78704,607005,511094
2020-08-08,ES,80344,24006,24271,79706,623689,518308
2020-08-09,ES,81355,24727,24954,80705,640541,525504
2020-08-10,ES,82364,25469,25656,81702,657546,532681
2020-08-11,ES,83371,26233,26376,82697,674690,539837
2020-08-12,ES,84376,27019,27117,83689,691959,546969
2020-08-13,ES,85378,27827,27877,84679,709338,554076
2020-08-14,ES,86378,28659,28658,85666,726811,561156
2020-08-15,ES,87377,29515,29461,86651,744363,568207
2020-08-16,ES,88373,30396,30285,87634,761979,575227
2020-08-17,ES,89366,31302,31131,88614,779641,582214
2020-08-18,ES,90358,32234,32000,89592,797334,589167
2020-08-19,ES,91347,33193,32893,90567,815042,596084
2020-08-20,ES,92333,34179,33810,91539,832747,602963
2020-08-21,ES,93317,35193,34752,92510,850434,609802
2020-08-22,ES,94299,36236,35719,93477,868087,616601
2020-08-23,ES,95279,37309,36712,94443,885689,623357
2020-08-24,ES,96256,38412,37731,95405,903225,630069
2020-08-25,ES,97230,39547,38778,96365,920679,636735
2020-08-26,ES,98202,40714,39853,97323,938035,643355
2020-08-27,ES,99172,41914,40957,98278,955279,649926
2020-08-28,ES,100139,43147,42090,99230,972396,656447
2020-08-29,ES,101103,44415,43254,100180,989373,662918
2020-08-30,ES,102065,45719,44448,101127,1006195,669336
2020-08-31,ES,103024,47059,45674,102072,1022850,675701
2020-09-01,ES,103980,48436,46933,103014,1039325,682012
2020-09-02,ES,104934,49852,48225,103953,1055608,688267
2020-09-03,ES,105885,51307,49551,104890,1071689,694465
2020-09-04,ES,106833,52803,50913,105824,1087556,700606
2020-09-05,ES,107778,54339,52310,106756,1103200,706689
2020-09-06,ES,108721,55918,53743,107684,1118612,712712
2020-09-07,ES,109661,57540,55215,108610,1133783,718675
2020-09-08,ES,110598,59207,56725,109534,1148706,724577
2020-09-09,ES,111532,60919,58274,110455,1163373,730418
2020-09-10,ES,112463,62677,59864,111373,1177777,736196
2020-09-11,ES,113392,64483,61495,112288,1191915,741911
2020-09-12,ES,114317,66338,63169,113201,1205779,747563
2020-09-13,ES,115240,68242,64885,114110,1219367,753151
2020-09-14,ES,116159,70198,66647,115018,1232674,758675
2020-09-15,ES,117076,72205,68453,115922,1245698,764133
2020-09-16,ES,117990,74267,70306,116824,1258436,769526
2020-09-17,ES,118900,76382,72207,117723,1270886,774854
2020-09-18,ES,119808,78553,74156,118619,1283048,780116
2020-09-19,ES,120712,80782,76155,119512,1294920,785311
2020-09-20,ES,121614,83068,78204,120403,1306503,790441
2020-09-21,ES,122512,85414,80306,121291,1317797,795504
2020-09-22,ES,123407,87821,82461,122176,1328803,800500
2020-09-23,ES,124300,90290,84670,123058,1339523,805429
2020-09-24,ES,125189,92822,86934,123937,1349958,810292
2020-09-25,ES,126075,95418,89256,124814,1360110,815088
2020-09-26,ES,126957,98080,91635,125688,1369983,819817
2020-09-27,ES,127837,100810,94073,126559,1379579,824480
2020-09-28,ES,128713,103608,96572,127427,1388901,829076
2020-09-29,ES,129586,106476,99133,128292,1397954,833606
2020-09-30,ES,130456,109414,101756,129155,1406740,838070
2020-10-01,ES,131323,112426,104444,130015,1415264,842467
2020-10-02,ES,132186,115510,107198,130871,1423530,846799
2020-10-03,ES,133047,118670,110018,131725,1431543,851066
2020-10-04,ES,133903,121907,112907,132577,1439307,855267
2020-10-05,ES,134757,125221,115865,133425,1446827,859404
2020-10-06,ES,135607,128614,118894,134270,1454109,863476
2020-10-07,ES,136454,132087,121996,135113,1461156,867483
2020-10-08,ES,137298,135642,125172,135953,1467975,871428
2020-10-09,ES,138138,139279,128422,136789,1474570,875308
2020-10-10,ES,138975,143001,131750,137623,1480947,879127
2020-10-11,ES,139809,146807,135155,138454,1487110,882882
2020-10-12,ES,140639,150701,138640,139283,1493066,886576
2020-10-13,ES,141466,154682,142205,140108,1498819,890208
2020-10-14,ES,142289,158752,145853,140930,1504376,893780
2020-10-15,ES,143109,162911,149584,141750,1509740,897291
2020-10-16,ES,143926,167162,153401,142566,1514917,900742
2020-10-17,ES,144739,171506,157303,143380,1519913,904134
2020-10-18,ES,145549,175942,161294,144191,1524733,907468
2020-10-19,ES,146355,180473,165374,144999,1529381,910743
2020-10-20,ES,147158,185099,169545,145804,1533864,913961
2020-10-21,ES,147958,189821,173808,146606,1538185,917123
2020-10-22,ES,148754,194640,178165,147405,1542350,920228
2020-10-23,ES,149546,199557,182616,148202,1546363,923277
2020-10-24,ES,150336,204573,187164,148995,1550230,926272
2020-10-25,ES,151121,209688,191809,149785,1553955,929212
2020-10-26,ES,151903,214903,196554,150573,1557542,932099
2020-10-27,ES,152682,220218,201398,151358,1560996,934933
2020-10-28,ES,153457,225635,206344,152139,1564321,937714
2020-10-29,ES,154229,231154,211393,152918,1567522,940444
2020-10-30,ES,154997,236774,216546,153694,1570602,943123
2020-10-31,ES,155762,242497,221804,154467,1573567,945752
2020-11-01,ES,156523,248323,227169,155237,1576419,948331
2020-11-02,ES,157280,254251,232641,156004,1579163,950861
2020-11-03,ES,158035,260283,238222,156769,1581802,953343
2020-11-04,ES,158785,266417,243913,157530,1584340,955778
2020-11-05,ES,159532,272654,249714,158288,1586781,958166
2020-11-06,ES,160276,278993,255627,159044,1589128,960508
2020-11-07,ES,161016,285435,261653,159796,1591384,962804
2020-11-08,ES,161753,291979,267793,160546,1593553,965055
2020-11-09,ES,162486,298625,274047,161293,1595638,967263
2020-11-10,ES,163215,305371,280416,162036,1597642,969427
2020-11-11,ES,163941,312218,286901,162777,1599567,971548
2020-11-12,ES,164663,319165,293502,163515,1601418,973627
2020-11-13,ES,165382,326210,300220,164250,1603195,975665
2020-11-14,ES,166098,333353,307056,164982,1604903,977662
2020-11-15,ES,166809,340592,314010,165712,1606544,979619
2020-11-16,ES,167518,347927,321083,166438,1608120,981537
2020-11-17,ES,168223,355357,328274,167161,1609634,983416
2020-11-18,ES,168924,362879,335584,167882,1611087,985257
2020-11-19,ES,169621,370492,343012,168600,1612484,987060
2020-11-20,ES,170316,378195,350560,169314,1613824,988827
2020-11-21,ES,171006,385985,358227,170026,1615112,990557
2020-11-22,ES,171693,393862,366012,170735,1616348,992252
2020-11-23,ES,172377,401823,373916,171441,1617535,993912
2020-11-24,ES,173057,409866,381939,172144,1618674,995538
2020-11-25,ES,173734,417988,390079,172844,1619768,997130
2020-11-26,ES,174407,426189,398336,173542,1620818,998689
2020-11-27,ES,175076,434465,406710,174236,1621826,1000215
2020-11-28,ES,175742,442813,415199,174928,1622793,1001710
2020-11-29,ES,176405,451232,423804,175616,1623721,1003173
2020-11-30,ES,177064,459718,432522,176302,1624613,1004605
2020-12-01,ES,177719,468269,441353,176985,1625468,1006008
2020-12-02,ES,178371,476882,450296,177665,1626289,1007380
2020-12-03,ES,179020,485554,459350,178342,1627076,1008724
2020-12-04,ES,179665,494282,468512,179017,1627832,1010039
2020-12-05,ES,180307,503063,477782,179688,1628557,1011326
2020-12-06,ES,180945,511894,487158,180357,1629253,1012586
2020-12-07,ES,181579,520771,496637,181022,1629921,1013819
2020-12-08,ES,182211,529692,506219,181685,1630561,1015026
2020-12-09,ES,182838,538653,515901,182345,1631176,1016206
2020-12-10,ES,183462,547650,525681,183003,1631765,1017361
2020-12-11,ES,184083,556681,535557,183657,1632331,1018492
2020-12-12,ES,184701,565741,545526,184308,1632874,1019598
2020-12-13,ES,185315,574827,555587,184957,1633394,1020680
2020-12-14,ES,185925,583936,565736,185603,1633894,1021738
2020-12-15,ES,186532,593064,575971,186246,1634373,1022774
2020-12-16,ES,187136,602208,586289,186886,1634832,1023787
2020-12-17,ES,187736,611363,596687,187524,1635273,1024778
2020-12-18,ES,188333,620526,607162,188158,1635696,1025747
2020-12-19,ES,188926,629694,617712,188790,1636102,1026696
2020-12-20,ES,189516,638863,628332,189419,1636491,1027623
2020-12-21,ES,190103,648029,639021,190045,1636864,1028530
2020-12-22,ES,190686,657189,649773,190669,1637222,1029417
2020-12-23,ES,191266,666339,660587,191289,1637565,1030285
2020-12-24,ES,191843,675476,671459,191907,1637894,1031134
2020-12-25,ES,192416,684596,682384,192522,1638210,1031964
2020-12-26,ES,192986,693696,693360,193134,1638512,1032775
2020-12-27,ES,193553,702771,704382,193744,1638803,1033569
2020-12-28,ES,194116,711820,715447,194351,1639081,1034345
2020-12-29,ES,194676,720837,726551,194955,1639348,1035104
2020-12-30,ES,195233,729821,737690,195556,1639605,1035846
2020-12-31,ES,195786,738768,748861,196155,1639850,1036571
2020-03-12,PE,0,0,0,0,0,0
2020-03-13,PE,0,7,8,4,31,8
2020-03-14,PE,1,15,16,7,64,17
2020-03-15,PE,2,22,26,11,102,26
2020-03-16,PE,3,30,36,16,145,37
2020-03-17,PE,5,39,46,21,194,49
2020-03-18,PE,7,47,57,27,248,64
2020-03-19,PE,11,56,68,33,307,80
2020-03-20,PE,16,65,80,40,370,99
2020-03-21,PE,22,74,91,49,437,121
2020-03-22,PE,32,84,104,59,508,146
2020-03-23,PE,45,94,116,69,582,175
2020-03-24,PE,59,104,129,82,660,207
2020-03-25,PE,74,114,143,96,742,244
2020-03-26,PE,91,125,156,113,828,286
2020-03-27,PE,109,136,171,131,917,332
2020-03-28,PE,129,148,185,153,1010,386
2020-03-29,PE,150,160,200,177,1108,446
2020-03-30,PE,173,172,216,205,1209,515
2020-03-31,PE,198,185,232,237,1315,593
2020-04-01,PE,226,198,248,274,1425,680
2020-04-02,PE,256,211,265,314,1540,780
2020-04-03,PE,288,225,282,359,1659,893
2020-04-04,PE,324,240,300,408,1784,1021
2020-04-05,PE,363,254,318,460,1913,1166
2020-04-06,PE,405,270,337,516,2049,1330
2020-04-07,PE,450,285,357,575,2189,1515
2020-04-08,PE,500,302,377,639,2336,1726
2020-04-09,PE,554,318,398,708,2489,1964
2020-04-10,PE,613,336,419,780,2648,2234
2020-04-11,PE,677,353,441,858,2814,2540
2020-04-12,PE,747,372,463,941,2986,2886
2020-04-13,PE,823,391,486,1029,3166,3279
2020-04-14,PE,906,410,510,1123,3353,3723
2020-04-15,PE,996,430,535,1223,3549,4225
2020-04-16,PE,1094,451,560,1329,3752,4782
2020-04-17,PE,1201,473,586,1443,3964,5390
2020-04-18,PE,1317,495,613,1564,4184,6050
2020-04-19,PE,1443,518,641,1693,4414,6763
2020-04-20,PE,1581,541,669,1830,4653,7531
2020-04-21,PE,1731,565,698,1976,4902,8360
2020-04-22,PE,1893,590,729,2132,5162,9252
2020-04-23,PE,2071,616,760,2298,5432,10212
2020-04-24,PE,2264,643,791,2475,5714,11247
2020-04-25,PE,2474,670,824,2664,6007,12360
2020-04-26,PE,2702,699,858,2864,6313,13559
2020-04-27,PE,2951,728,893,3078,6631,14849
2020-04-28,PE,3221,758,929,3306,6962,16238
2020-04-29,PE,3516,789,966,3549,7307,17732
2020-04-30,PE,3836,821,1004,3808,7667,19341
2020-05-01,PE,4185,854,1043,4083,8041,21073
2020-05-02,PE,4565,888,1083,4377,8431,22936
2020-05-03,PE,4978,923,1124,4690,8837,24941
2020-05-04,PE,5427,960,1167,5023,9260,27099
2020-05-05,PE,5916,997,1211,5378,9701,29420
2020-05-06,PE,6449,1036,1256,5756,10159,31918
2020-05-07,PE,7028,1075,1303,6159,10637,34606
2020-05-08,PE,7658,1117,1351,6588,11135,37497
2020-05-09,PE,8343,1159,1400,7045,11653,40576
2020-05-10,PE,9089,1203,1451,7532,12193,43774
2020-05-11,PE,9901,1248,1503,8051,12755,47043
2020-05-12,PE,10784,1294,1557,8603,13340,50356
2020-05-13,PE,11732,1342,1612,9192,13949,53699
2020-05-14,PE,12689,1391,1669,9819,14584,57063
2020-05-15,PE,13645,1442,1728,10487,15245,60444
2020-05-16,PE,14601,1495,1788,11199,15933,63838
2020-05-17,PE,15557,1549,1851,11957,16650,67243
2020-05-18,PE,16512,1605,1915,12764,17396,70660
2020-05-19,PE,17467,1663,1981,13624,18173,74086
2020-05-20,PE,18422,1722,2048,14540,18982,77521
2020-05-21,PE,19376,1784,2118,15506,19825,80965
2020-05-22,PE,20330,1847,2190,16509,20702,84419
2020-05-23,PE,21283,1912,2264,17536,21615,87880
2020-05-24,PE,22236,1980,2340,18581,22566,91350
2020-05-25,PE,23189,2049,2419,19636,23556,94827
2020-05-26,PE,24141,2121,2500,20699,24587,98313
2020-05-27,PE,25093,2195,2583,21766,25660,101806
2020-05-28,PE,26044,2271,2668,22836,26778,105306
2020-05-29,PE,26995,2349,2756,23906,27941,108814
2020-05-30,PE,27945,2430,2847,24977,29151,112328
2020-05-31,PE,28894,2514,2940,26047,30412,115850
2020-06-01,PE,29844,2600,3036,27115,31724,119378
2020-06-02,PE,30792,2689,3135,28182,33090,122912
2020-06-03,PE,31740,2781,3237,29247,34511,126453
2020-06-04,PE,32688,2875,3342,30311,35991,130000
2020-06-05,PE,33635,2973,3450,31372,37531,133553
2020-06-06,PE,34581,3074,3561,32430,39134,137112
2020-06-07,PE,35527,3177,3675,33487,40802,140676
2020-06-08,PE,36472,3284,3792,34541,42539,144245
2020-06-09,PE,37417,3395,3914,35592,44345,147819
2020-06-10,PE,38361,3509,4038,36642,46226,151398
2020-06-11,PE,39304,3626,4167,37689,48182,154982
2020-06-12,PE,40247,3747,4299,38733,50218,158571
2020-06-13,PE,41189,3872,4435,39775,52336,162164
2020-06-14,PE,42130,4001,4574,40814,54540,165761
2020-06-15,PE,43070,4134,4719,41851,56833,169362
2020-06-16,PE,44010,4271,4867,42886,59218,172966
2020-06-17,PE,44949,4412,5019,43917,61700,176574
2020-06-18,PE,45888,4558,5177,44947,64281,180186
2020-06-19,PE,46825,4708,5338,45974,66966,183800
2020-06-20,PE,47762,4863,5505,46998,69758,187417
2020-06-21,PE,48698,5023,5676,48020,72662,191037
2020-06-22,PE,49633,5188,5853,49040,75682,194660
2020-06-23,PE,50568,5358,6034,50057,78823,198285
2020-06-24,PE,51502,5533,6221,51071,82088,201912
2020-06-25,PE,52434,5714,6413,52083,85484,205540
2020-06-26,PE,53366,5901,6611,53092,89014,209171
2020-06-27,PE,54298,6093,6815,54099,92683,212803
2020-06-28,PE,55228,6291,7025,55103,96497,216436
2020-06-29,PE,56157,6496,7241,56105,100462,220070
2020-06-30,PE,57086,6707,7463,57104,104582,223705
2020-07-01,PE,58014,6925,7692,58101,108863,227340
2020-07-02,PE,58940,7149,7928,59095,113312,230976
2020-07-03,PE,59866,7380,8170,60087,117935,234612
2020-07-04,PE,60791,7619,8420,61076,122736,238248
2020-07-05,PE,61715,7865,8677,62063,127724,241884
2020-07-06,PE,62638,8119,8941,63047,132905,245519
2020-07-07,PE,63560,8381,9213,64028,138285,249154
2020-07-08,PE,64481,8650,9493,65007,143871,252788
2020-07-09,PE,65401,8929,9782,65984,149671,256421
2020-07-10,PE,66321,9216,10078,66957,155692,260052
2020-07-11,PE,67239,9512,10384,67929,161942,263682
2020-07-12,PE,68156,9817,10698,68898,168428,267310
2020-07-13,PE,69072,10132,11022,69864,175158,270937
2020-07-14,PE,69987,10456,11355,70828,182140,274561
2020-07-15,PE,70901,10791,11697,71789,189383,278183
2020-07-16,PE,71814,11136,12050,72747,196896,281802
2020-07-17,PE,72725,11492,12413,73703,204685,285419
2020-07-18,PE,73636,11859,12787,74657,212762,289033
2020-07-19,PE,74546,12238,13172,75608,221134,292643
2020-07-20,PE,75454,12628,13568,76556,229811,296251
2020-07-21,PE,76362,13030,13975,77502,238801,299854
2020-07-22,PE,77268,13445,14394,78445,248115,303454
2020-07-23,PE,78173,13873,14826,79386,257763,307050
2020-07-24,PE,79077,14314,15270,80324,267752,310642
2020-07-25,PE,79980,14769,15728,81260,278095,314230
2020-07-26,PE,80881,15238,16198,82193,288800,317813
2020-07-27,PE,81782,15722,16682,83123,299877,321391
2020-07-28,PE,82681,16220,17181,84051,311337,324964
2020-07-29,PE,83579,16735,17694,84977,323189,328532
2020-07-30,PE,84476,17265,18222,85899,335444,332095
2020-07-31,PE,85372,17811,18765,86820,348112,335652
2020-08-01,PE,86266,18375,19324,87737,361203,339204
2020-08-02,PE,87159,18956,19900,88652,374727,342750
2020-08-03,PE,88051,19555,20492,89565,388694,346289
2020-08-04,PE,88942,20172,21101,90475,403114,349822
2020-08-05,PE,89831,20809,21728,91383,417997,353349
2020-08-06,PE,90719,21465,22374,92287,433352,356869
2020-08-07,PE,91606,22142,23038,93190,449189,360383
2020-08-08,PE,92492,22840,23721,94090,465517,363889
2020-08-09,PE,93376,23559,24425,94987,482345,367388
2020-08-10,PE,94259,24300,25149,95882,499682,370880
2020-08-11,PE,95140,25065,25893,96774,517537,374364
2020-08-12,PE,96020,25853,26660,97663,535916,377840
2020-08-13,PE,96899,26665,27449,98550,554828,381309
2020-08-14,PE,97777,27502,28260,99435,574280,384769
